pool	acc	p_sng	universe	strategy	min_dist	mean_dist	kl_min	heldout	p_donor	ll_gap	sng_gap	frac_below20	modality
AFR_only__adversarial_mindist__rep3	0.9178910976663786	0.9178910976663786	AFR_only	adversarial_mindist	102.23502349853516	104.52959442138672	1.4229131937026978	True	1.0	27.43476324993274	178.12169491525424	0.010357815442561206	atac
AFR_only__greedy_maxkl__rep2	0.9204840103716508	0.9206074824052353	AFR_only	greedy_maxkl	112.56553649902344	119.12351989746094	1.678526520729065	False	0.9998658798283262	27.517890289699572	180.5729077253219	0.0075107296137339056	atac
AFR_only__greedy_maxkl__rep3	0.918014569699963	0.9181380417335474	AFR_only	greedy_maxkl	113.2298583984375	119.63823699951172	1.6853902339935305	True	0.9998655190962883	27.322688273265197	178.22241124260356	0.009951586874663798	atac
AFR_only__greedy_maxmean__rep1	0.9172737374984566	0.9172737374984566	AFR_only	greedy_maxmean	104.52751	120.43151	1.8868535	False	1.0	29.263954771840087	188.00902544083996	0.0076726342710997444	atac
AFR_only__greedy_maxmean__rep2	0.9187554019014693	0.9187554019014693	AFR_only	greedy_maxmean	104.52751	120.3787	1.8868535	False	1.0	29.37052009138557	187.28610939389867	0.009810509340142454	atac
AFR_only__greedy_maxmean__rep3	0.9190023459686381	0.9191258180022225	AFR_only	greedy_maxmean	104.52751	120.66752	1.8868535	False	0.9998656636217088	30.188009134873724	194.8914938205266	0.006448146157979581	atac
AFR_only__greedy_maxmin__rep1	0.920237066304482	0.920237066304482	AFR_only	greedy_maxmin	113.7717	120.03552	2.23535	False	1.0	29.818648866228365	192.125553468402	0.006306185428686435	atac
AFR_only__greedy_maxmin__rep2	0.9206074824052353	0.9206074824052353	AFR_only	greedy_maxmin	112.56554	119.12352	2.1882045	True	1.0	29.13325375536481	188.134436695279	0.0065718884120171675	atac
AFR_only__greedy_maxmin__rep3	0.924929003580689	0.9250524756142734	AFR_only	greedy_maxmin	113.22986	119.63824	2.2141087	False	0.9998665242925787	30.520678056593702	196.2859983982915	0.0069407367859049655	atac
AFR_only__random__rep1	0.9198666502037288	0.9198666502037288	AFR_only	random	103.54226	109.27419	1.8514512	False	1.0	27.93912080536913	183.25252348993288	0.00912751677852349	atac
AFR_only__random__rep2	0.9213483146067416	0.9213483146067416	AFR_only	random	104.54664	109.404625	1.8875444	False	1.0	28.26426963280622	185.31091932457787	0.008844813722862504	atac
AFR_only__random__rep3	0.913322632423756	0.913322632423756	AFR_only	random	102.66937	106.53491	1.8203664	True	1.0	27.579451128836016	179.08441259970257	0.009328105988914424	atac
AMR_only__adversarial_mindist__rep1	0.917397209532041	0.9176441535992098	AMR_only	adversarial_mindist	97.07213592529295	100.89122009277344	1.3000755310058594	True	0.9997308934337998	26.65185279870829	175.25726318622173	0.008611410118406888	atac
AMR_only__adversarial_mindist__rep2	0.9108531917520681	0.911100135819237	AMR_only	adversarial_mindist	85.6913070678711	89.3214340209961	0.971569836139679	False	0.999728960563762	21.769436237972627	143.8708578398157	0.019650359127253016	atac
AMR_only__adversarial_mindist__rep3	0.9072725027781208	0.9072725027781208	AMR_only	adversarial_mindist	86.42916107177734	91.60359191894533	1.0042986869812012	True	1.0	21.760292596624932	143.8468154599891	0.020685900925421885	atac
AMR_only__greedy_maxkl__rep1	0.9048030621064329	0.9048030621064329	AMR_only	greedy_maxkl	109.18791198730467	114.7220230102539	1.597160577774048	False	1.0	23.352292576419213	154.69158296943232	0.018422489082969434	atac
AMR_only__greedy_maxkl__rep2	0.9117174959871589	0.9117174959871589	AMR_only	greedy_maxkl	110.7835693359375	115.70594787597656	1.7023320198059082	True	1.0	22.599077735644638	149.56390980498375	0.018418201516793065	atac
AMR_only__greedy_maxkl__rep3	0.9131991603901716	0.9131991603901716	AMR_only	greedy_maxkl	111.1080551147461	114.90013885498048	1.6879433393478394	False	1.0	23.22910627366144	155.5088912925906	0.016495402920497566	atac
AMR_only__greedy_maxmean__rep1	0.920854426472404	0.920854426472404	AMR_only	greedy_maxmean	97.077286	116.93925	1.6274672	False	1.0	29.130658353445966	189.6891928130866	0.006972378653794583	atac
AMR_only__greedy_maxmean__rep2	0.9156686010618595	0.9156686010618595	AMR_only	greedy_maxmean	97.27281	118.112206	1.6340297	True	1.0	27.615424757281552	178.94493392664512	0.009978425026968716	atac
AMR_only__greedy_maxmean__rep3	0.9234473391776763	0.9234473391776763	AMR_only	greedy_maxmean	99.05049	117.412926	1.6942998	False	1.0	28.374941837144004	184.93595400454606	0.008156170611044258	atac
AMR_only__greedy_maxmin__rep1	0.9197431781701445	0.9199901222373132	AMR_only	greedy_maxmin	109.18791	114.72202	2.0588567	False	0.9997315796537377	27.08811971547443	179.32746476982953	0.010199973157965374	atac
AMR_only__greedy_maxmin__rep2	0.9172737374984566	0.9172737374984566	AMR_only	greedy_maxmin	110.78357	115.70595	2.119472	False	1.0	26.782338134338403	176.30807780320364	0.01090321712208911	atac
AMR_only__greedy_maxmin__rep3	0.9207309544388196	0.9207309544388196	AMR_only	greedy_maxmin	111.108055	114.90014	2.1319063	True	1.0	28.34672656564302	184.78493093737427	0.009387153010594073	atac
AMR_only__random__rep1	0.9230769230769231	0.9230769230769231	AMR_only	random	99.944984	108.27232	1.7250395	False	1.0	27.538960674157302	180.7551498127341	0.010032102728731942	atac
AMR_only__random__rep2	0.918014569699963	0.918014569699963	AMR_only	random	103.71596	107.51616	1.8576682	False	1.0	27.3276260928043	177.72755346334904	0.009145931405514458	atac
AMR_only__random__rep3	0.920237066304482	0.920237066304482	AMR_only	random	95.01053	108.602104	1.5589077	False	1.0	28.763264457265528	188.06695290487053	0.008587146115658124	atac
EAS_only__adversarial_mindist__rep1	0.9096184714162242	0.9097419434498086	EAS_only	adversarial_mindist	92.89779663085938	95.63932037353516	1.169398069381714	False	0.9998642779587406	23.356404723127035	153.30249049945712	0.016693811074918567	atac
EAS_only__adversarial_mindist__rep2	0.9141869366588468	0.9141869366588468	EAS_only	adversarial_mindist	90.65869903564452	94.51172637939452	1.152632474899292	True	1.0	23.739263911399245	155.66718395461913	0.016072393300918423	atac
EAS_only__adversarial_mindist__rep3	0.9102358315841462	0.9102358315841462	EAS_only	adversarial_mindist	90.57593536376952	95.3362274169922	1.115867257118225	False	1.0	24.080001356483994	157.37845089527943	0.013293543136190992	atac
EAS_only__greedy_maxkl__rep1	0.9157920730954439	0.9159155451290283	EAS_only	greedy_maxkl	105.17604064941406	108.05689239501952	1.482422113418579	True	0.9998651927743327	23.53228228633055	155.1213318953896	0.015502830951739013	atac
EAS_only__greedy_maxkl__rep2	0.9123348561550809	0.9123348561550809	EAS_only	greedy_maxkl	102.90287017822266	105.93866729736328	1.4526095390319824	False	1.0	23.860699688726484	157.02241033969415	0.013668967383949113	atac
EAS_only__greedy_maxkl__rep3	0.9113470798864057	0.9113470798864057	EAS_only	greedy_maxkl	104.01441955566406	107.6406021118164	1.4437906742095947	False	1.0	23.811021541796503	156.00977916271506	0.014632163663460237	atac
EAS_only__greedy_maxmean__rep1	0.9112236078528213	0.9114705519199902	EAS_only	greedy_maxmean	101.04949	108.488594	1.7633773	False	0.999729070712544	24.06848550528312	157.75023706312652	0.013817393660254673	atac
EAS_only__greedy_maxmean__rep2	0.9113470798864057	0.9113470798864057	EAS_only	greedy_maxmean	101.862656	107.79176	1.7918719	False	1.0	24.002979271101477	157.5218032786885	0.014225714672808563	atac
EAS_only__greedy_maxmean__rep3	0.913322632423756	0.9134461044573404	EAS_only	greedy_maxmean	102.86399	107.9199	1.8272742	False	0.9998648283319816	24.070617734522845	157.52645444714787	0.015004055150040552	atac
EAS_only__greedy_maxmin__rep1	0.9135695764909249	0.9136930485245092	EAS_only	greedy_maxmin	105.17604	108.05689	1.9103398	False	0.9998648648648648	24.309843243243243	159.15353513513512	0.014324324324324324	atac
EAS_only__greedy_maxmin__rep2	0.9120879120879121	0.9120879120879121	EAS_only	greedy_maxmin	102.90287	105.93867	1.8286557	False	1.0	24.15625287667524	158.46889806416678	0.013672668200893462	atac
EAS_only__greedy_maxmin__rep3	0.9127052722558341	0.9128287442894184	EAS_only	greedy_maxmin	104.01442	107.6406	1.8683752	True	0.9998647369132964	24.13579196537265	158.71569592858108	0.014608413363992967	atac
EAS_only__random__rep1	0.9152981849611063	0.9154216569946907	EAS_only	random	98.48858	100.94222	1.6751306	False	0.9998651200431616	23.281580793094147	152.62822363096842	0.016859994604801726	atac
EAS_only__random__rep2	0.9135695764909249	0.9135695764909249	EAS_only	random	95.77578	100.570946	1.5841211	False	1.0	24.428420056764427	160.10856061629948	0.013515339910798757	atac
EAS_only__random__rep3	0.9099888875169774	0.9101123595505618	EAS_only	random	95.362465	99.90853	1.5704783	True	0.9998643331976665	24.075543345543345	157.21489350156017	0.016008682675349342	atac
EUR_AFR__adversarial_family_mixed__rep1	0.9067786146437832	0.9069020866773676	EUR_AFR	adversarial_family_mixed	74.20242309570312	108.13706970214844	0.7649052739143372	False	0.9998638529611981	19.587874744724303	120.95435125936011	0.039482641252552755	atac
EUR_AFR__adversarial_family_mixed__rep2	0.9067786146437832	0.9067786146437832	EUR_AFR	adversarial_family_mixed	75.80896759033203	107.3395004272461	0.8036584258079529	False	1.0	19.613376906318084	121.13288262527233	0.03785403050108933	atac
EUR_AFR__adversarial_family_mixed__rep3	0.9065316705766144	0.9066551426101987	EUR_AFR	adversarial_family_mixed	74.65252685546875	109.64427947998048	0.782111644744873	False	0.9998638158790685	19.95433746425167	124.2060098052567	0.03894865858640882	atac
EUR_AFR__adversarial_mindist__rep2	0.9162859612297815	0.9162859612297815	EUR_AFR	adversarial_mindist	88.36288452148438	104.9293441772461	1.06298828125	True	1.0	26.943817544805285	174.7138269774963	0.011049723756906077	atac
EUR_AFR__adversarial_mindist__rep3	0.9156686010618595	0.9157920730954439	EUR_AFR	adversarial_mindist	101.38540649414062	103.82488250732422	1.398493766784668	False	0.9998651745988945	27.359824726978562	178.68097883241202	0.010516381286234326	atac
EUR_AFR__ancestry_balanced__rep1	0.9198666502037288	0.9198666502037288	EUR_AFR	ancestry_balanced	102.610916	115.37739	1.8182942	False	1.0	28.548208053691276	182.32640402684564	0.007785234899328859	atac
EUR_AFR__ancestry_balanced__rep2	0.9209778985059884	0.9209778985059884	EUR_AFR	ancestry_balanced	100.2447	114.76716	1.735401	True	1.0	28.06194530097868	180.04907494302185	0.008312106180453143	atac
EUR_AFR__ancestry_balanced__rep3	0.9199901222373132	0.9201135942708977	EUR_AFR	ancestry_balanced	103.43114	115.73577	1.8474793	False	0.9998658078368223	28.582993827160493	182.70220611916264	0.006172839506172839	atac
EUR_AFR__greedy_maxmean__rep1	0.9244351154463514	0.9244351154463514	EUR_AFR	greedy_maxmean	111.754196	125.613	2.1567743	False	1.0	29.925891545345266	190.92897555763324	0.006544677440897556	atac
EUR_AFR__greedy_maxmean__rep2	0.9183849858007161	0.9183849858007161	EUR_AFR	greedy_maxmean	109.128365	124.636955	2.0566115	False	1.0	30.017714439365424	190.86491529981177	0.007528905619790266	atac
EUR_AFR__greedy_maxmean__rep3	0.9256698357821953	0.9256698357821953	EUR_AFR	greedy_maxmean	110.054535	125.45805	2.0916684	False	1.0	29.85771641990129	189.61657863145257	0.006402561024409764	atac
EUR_AFR__greedy_maxmin__rep1	0.9198666502037288	0.9199901222373132	EUR_AFR	greedy_maxmin	114.328476	122.84393	2.257282	False	0.9998657898268689	29.622637229902026	189.44642329888606	0.006710508656556167	atac
EUR_AFR__greedy_maxmin__rep2	0.9201135942708977	0.9201135942708977	EUR_AFR	greedy_maxmin	113.52533	123.48061	2.2256787	True	1.0	29.920622651637146	193.49708668813741	0.007112184648416533	atac
EUR_AFR__greedy_maxmin__rep3	0.9193727620693913	0.9193727620693913	EUR_AFR	greedy_maxmin	114.82596	123.18687	2.2769692	False	1.0	29.99202390545259	191.78229787805532	0.006312113886650551	atac
EUR_AFR__random__rep1	0.9209778985059884	0.9209778985059884	EUR_AFR	random	98.35649	112.82521	1.6706406	False	1.0	29.22114090360638	187.50405148143182	0.006167046520981365	atac
EUR_AFR__random__rep2	0.9214717866403259	0.9214717866403259	EUR_AFR	random	104.647026	115.491035	1.8911709	True	1.0	28.137156639421146	180.94480637813214	0.008039662334181965	atac
EUR_AFR__random__rep3	0.9220891468082479	0.9220891468082479	EUR_AFR	random	101.15335	115.97546	1.7670039	True	1.0	29.0764796464917	185.48920728441348	0.008837707552222818	atac
EUR_EAS__ancestry_balanced__rep1	0.917397209532041	0.9175206815656254	EUR_EAS	ancestry_balanced	97.36529	110.09422	1.6371381	False	0.9998654286098776	26.153341407616743	167.8390983716862	0.010900282599919257	atac
EUR_EAS__ancestry_balanced__rep2	0.9176441535992098	0.9176441535992098	EUR_EAS	ancestry_balanced	98.44795	109.95892	1.6737492	False	1.0	26.23921824542519	169.3448533369214	0.008880516684607105	atac
EUR_EAS__greedy_maxmean__rep1	0.9182615137671317	0.9182615137671317	EUR_EAS	greedy_maxmean	107.912	119.48134	2.0110204	False	1.0	26.95439424499126	173.37496571198065	0.01008471157724889	atac
EUR_EAS__greedy_maxmean__rep2	0.9193727620693913	0.9193727620693913	EUR_EAS	greedy_maxmean	103.39729	118.65934	1.8462703	False	1.0	27.11906124093473	174.69218103679827	0.008863819500402902	atac
EUR_EAS__greedy_maxmean__rep3	0.9169033213977035	0.9169033213977035	EUR_EAS	greedy_maxmean	104.88565	118.9071	1.8998057	True	1.0	26.53025181793698	170.8856315647724	0.012254241852949098	atac
EUR_EAS__greedy_maxmin__rep1	0.9182615137671317	0.9182615137671317	EUR_EAS	greedy_maxmin	110.63905	116.75554	2.113946	False	1.0	27.459888395858545	180.73957778674196	0.007260992335619202	atac
EUR_EAS__greedy_maxmin__rep2	0.9188788739350537	0.9188788739350537	EUR_EAS	greedy_maxmin	109.49429	113.50211	2.0704272	False	1.0	27.034254232733137	174.23209083579684	0.00819672131147541	atac
EUR_EAS__greedy_maxmin__rep3	0.9143104086924312	0.9143104086924312	EUR_EAS	greedy_maxmin	111.754196	115.529655	2.1567743	True	1.0	27.11764618501013	177.36606212018904	0.010263335584064821	atac
EUR_EAS__random__rep1	0.9155451290282751	0.9155451290282751	EUR_EAS	random	99.50377	109.29115	1.7098422	False	1.0	26.07346594740391	167.6865138233311	0.01038435603506406	atac
EUR_EAS__random__rep2	0.9187554019014693	0.9188788739350537	EUR_EAS	random	93.28451	108.98568	1.5027822	False	0.999865627519484	26.078546089760817	167.32256651437785	0.010884170921795217	atac
EUR_EAS__random__rep3	0.9212248425731572	0.9212248425731572	EUR_EAS	random	100.76209	110.09599	1.7533611	False	1.0	25.508829915560916	166.50736496448198	0.010186302104275567	atac
EUR_only__adversarial_family__rep1	0.9082602790467958	0.9086306951475491	EUR_only	adversarial_family	74.20242309570312	101.90351104736328	0.7649052739143372	False	0.9995923359152059	18.106426144856638	112.9402513928523	0.0426688408751189	atac
EUR_only__adversarial_family__rep2	0.9103593036177305	0.910482775651315	EUR_only	adversarial_family	75.80896759033203	101.97260284423828	0.8036584258079529	False	0.9998643883916464	18.153740168158393	114.2372972606455	0.04203959858963927	atac
EUR_only__adversarial_family__rep3	0.9034448697370046	0.903568341770589	EUR_only	adversarial_family	74.65252685546875	102.5333023071289	0.782111644744873	False	0.999863350642252	18.368111505875923	114.28208663569282	0.041268106039901616	atac
EUR_only__adversarial_mindist__rep1	0.9169033213977035	0.9169033213977035	EUR_only	adversarial_mindist	96.70574188232422	99.81437683105467	1.262070655822754	False	1.0	25.34717748451387	165.9148491785618	0.011311607864260706	atac
EUR_only__adversarial_mindist__rep2	0.9159155451290283	0.916162489196197	EUR_only	adversarial_mindist	95.7757797241211	99.21085357666016	1.2756993770599363	False	0.9997304582210242	24.717893530997305	162.0508935309973	0.013881401617250674	atac
EUR_only__adversarial_mindist__rep3	0.9155451290282751	0.9155451290282751	EUR_only	adversarial_mindist	96.51942443847656	100.10308074951172	1.323296070098877	True	1.0	25.788122724207685	167.2985259608901	0.010249494268374916	atac
EUR_only__greedy_maxkl__rep1	0.9150512408939375	0.9150512408939375	EUR_only	greedy_maxkl	109.31148529052734	112.7927017211914	1.6305500268936155	False	1.0	25.617304007556335	166.6448508973148	0.011334502766158413	atac
EUR_only__greedy_maxkl__rep2	0.9129522163230028	0.9129522163230028	EUR_only	greedy_maxkl	109.9408950805664	113.56157684326172	1.6378905773162842	False	1.0	25.306125236678387	165.8879375169056	0.012577765756018393	atac
EUR_only__greedy_maxkl__rep3	0.9122113841214965	0.9122113841214965	EUR_only	greedy_maxkl	110.19074249267578	113.52216339111328	1.605998396873474	False	1.0	25.328345966432053	165.48303600433132	0.012994044396318355	atac
EUR_only__greedy_maxmean__rep1	0.9187554019014693	0.9187554019014693	EUR_only	greedy_maxmean	108.64622	114.11996	2.0384786	False	1.0	26.41895712941809	173.47259508130628	0.01061685257357882	atac
EUR_only__greedy_maxmean__rep2	0.9162859612297815	0.9162859612297815	EUR_only	greedy_maxmean	106.0943	113.955765	1.9438425	True	1.0	26.442948389704892	173.50965638054168	0.010645465570677807	atac
EUR_only__greedy_maxmean__rep3	0.916779849364119	0.916779849364119	EUR_only	greedy_maxmean	108.04166	113.97461	2.0158558	False	1.0	26.644453872053873	174.87221144781142	0.008888888888888889	atac
EUR_only__greedy_maxmin__rep1	0.9160390171626127	0.9160390171626127	EUR_only	greedy_maxmin	109.311485	112.7927	2.0635195	False	1.0	26.344065237902683	172.53004582827873	0.012804960237228737	atac
EUR_only__greedy_maxmin__rep2	0.9119644400543276	0.9120879120879121	EUR_only	greedy_maxmin	109.940895	113.56158	2.0873513	True	0.9998646270475159	26.45265872478679	172.64327602545012	0.010017598483822932	atac
EUR_only__greedy_maxmin__rep3	0.9162859612297815	0.9162859612297815	EUR_only	greedy_maxmin	110.19074	113.52216	2.0968492	False	1.0	26.349285810537662	172.06177334591024	0.01091497102816332	atac
EUR_only__random__rep1	0.9140634646252623	0.9140634646252623	EUR_only	random	101.336075	106.89171	1.7733938	False	1.0	25.72801296771579	168.11709982439552	0.01080642982574632	atac
EUR_only__random__rep2	0.9183849858007161	0.9183849858007161	EUR_only	random	100.68764	105.131065	1.7507707	False	1.0	26.062726539392308	171.09635789190642	0.010352245227211615	atac
EUR_only__random__rep3	0.9156686010618595	0.9156686010618595	EUR_only	random	98.45303	104.22318	1.6739218	False	1.0	25.482245145631065	166.43942826321467	0.012405609492988134	atac
SAS_only__adversarial_mindist__rep1	0.9164094332633659	0.9164094332633659	SAS_only	adversarial_mindist	99.09591674804688	102.48577117919922	1.346333146095276	True	1.0	26.962041228779302	175.77931689571545	0.009431420102398275	atac
SAS_only__adversarial_mindist__rep2	0.915174712927522	0.9152981849611063	SAS_only	adversarial_mindist	99.48869323730467	101.62850189208984	1.3709405660629272	False	0.9998651018481047	26.495993524888707	172.8344705247538	0.010522055847834885	atac
SAS_only__adversarial_mindist__rep3	0.9159155451290283	0.9160390171626127	SAS_only	adversarial_mindist	99.79979705810548	102.68324279785156	1.381873369216919	True	0.9998652109448712	26.63420946219167	173.85320932740262	0.010378757244911713	atac
SAS_only__greedy_maxkl__rep1	0.9172737374984566	0.9172737374984566	SAS_only	greedy_maxkl	114.44212341308594	123.1100082397461	1.7993216514587402	False	1.0	26.537612060842644	173.7364019383497	0.009960963790550545	atac
SAS_only__greedy_maxkl__rep2	0.9191258180022225	0.9192492900358069	SAS_only	greedy_maxkl	113.37989044189452	121.6469268798828	1.6850566864013672	True	0.9998656816655473	26.2867844190732	172.40990732034922	0.011685695097380792	atac
SAS_only__greedy_maxkl__rep3	0.9124583281886652	0.9124583281886652	SAS_only	greedy_maxkl	113.19893646240234	121.54801177978516	1.697551965713501	True	1.0	26.796970230040593	174.4715953991881	0.008119079837618403	atac
SAS_only__greedy_maxmean__rep1	0.9135695764909249	0.9135695764909249	SAS_only	greedy_maxmean	113.26959	123.90059	2.2156625	False	1.0	27.872147587511826	182.57147587511827	0.007433436950939316	atac
SAS_only__greedy_maxmean__rep2	0.916779849364119	0.9169033213977035	SAS_only	greedy_maxmean	111.04504	124.18232	2.1294885	True	0.9998653380016159	28.27974414220307	184.9433584702397	0.008079719903043361	atac
SAS_only__greedy_maxmean__rep3	0.9171502654648722	0.9172737374984566	SAS_only	greedy_maxmean	111.78998	123.88989	2.1581557	True	0.9998653923812088	28.231379728092612	184.35266792300445	0.008345672365055862	atac
SAS_only__greedy_maxmin__rep1	0.9172737374984566	0.9172737374984566	SAS_only	greedy_maxmin	114.44212	123.11001	2.261772	False	1.0	27.126902678691614	178.26396823260197	0.008614887602638309	atac
SAS_only__greedy_maxmin__rep2	0.9171502654648722	0.9172737374984566	SAS_only	greedy_maxmin	113.37989	121.64693	2.21998	False	0.9998653923812088	28.065125858123572	183.52127608022616	0.007807241889890968	atac
SAS_only__greedy_maxmin__rep3	0.9140634646252623	0.9140634646252623	SAS_only	greedy_maxmin	113.19894	121.54801	2.2128997	False	1.0	28.057592867756313	182.87117519924357	0.008510063487775226	atac
SAS_only__random__rep1	0.9183849858007161	0.9183849858007161	SAS_only	random	104.3312	108.39236	1.879773	False	1.0	26.870457112126914	176.263920408712	0.009948910997579994	atac
SAS_only__random__rep2	0.9143104086924312	0.9143104086924312	SAS_only	random	100.48383	106.14516	1.7436903	False	1.0	26.212723835246454	170.58077920324104	0.012424037812288994	atac
SAS_only__random__rep3	0.9183849858007161	0.9185084578343006	SAS_only	random	103.06309	106.47886	1.8343545	False	0.9998655733297486	27.39058206748219	177.07504906573465	0.010485280279607474	atac
all_3_major__ancestry_balanced__rep1	0.9219656747746635	0.9220891468082479	all_3_major	ancestry_balanced	99.46356	117.08857	1.7084607	False	0.9998660953401178	29.2861395286556	186.11275575790037	0.006695232994108195	atac
all_3_major__ancestry_balanced__rep2	0.9232003951105074	0.9232003951105074	all_3_major	ancestry_balanced	95.77578	117.84472	1.5841211	True	1.0	28.95693058713388	183.07411662431454	0.006419687040256788	atac
all_3_major__greedy_maxmean__rep1	0.9233238671440919	0.9233238671440919	all_3_major	greedy_maxmean	109.15585	127.40916	2.057648	False	1.0	30.44600026745119	192.49620353035573	0.007622358919497192	atac
all_3_major__greedy_maxmean__rep2	0.916779849364119	0.916779849364119	all_3_major	greedy_maxmean	109.15585	127.56688	2.057648	True	1.0	30.476579124579125	192.90871515151514	0.006195286195286196	atac
all_3_major__greedy_maxmean__rep3	0.9193727620693913	0.9193727620693913	all_3_major	greedy_maxmean	104.78072	126.78043	1.8960065	True	1.0	30.362805533172175	192.1222253558958	0.006715014773032501	atac
all_3_major__greedy_maxmin__rep1	0.9234473391776763	0.9234473391776763	all_3_major	greedy_maxmin	113.63978	124.889465	2.2301688	False	1.0	30.441756919374246	195.38836208049204	0.006284262601952133	atac
all_3_major__greedy_maxmin__rep2	0.9204840103716508	0.9206074824052353	all_3_major	greedy_maxmin	115.41231	123.96844	2.3002825	False	0.9998658798283262	30.82749597639485	197.05916845493562	0.006974248927038627	atac
all_3_major__greedy_maxmin__rep3	0.9229534510433387	0.9229534510433387	all_3_major	greedy_maxmin	115.16944	123.1001	2.2906117	False	1.0	30.757820735785952	197.03521872909698	0.005752508361204014	atac
all_3_major__random__rep1	0.9196197061365601	0.9196197061365601	all_3_major	random	101.61693	115.1162	1.7832371	False	1.0	30.21048603651987	193.04973147153598	0.00738453276047261	atac
all_3_major__random__rep2	0.9177676256327941	0.9178910976663786	all_3_major	random	104.96666	116.553856	1.9027414	True	0.9998654829163304	28.619126984126982	181.03592816787733	0.00712940543449018	atac
all_3_major__random__rep3	0.9193727620693913	0.9193727620693913	all_3_major	random	90.6587	114.803894	1.4193711	False	1.0	29.865925329035722	190.33482809562182	0.00550631211388665	atac
all_5__ancestry_balanced__rep1	0.916162489196197	0.916162489196197	all_5	ancestry_balanced	108.20813	116.167114	2.0220728	False	1.0	30.0526846361186	193.112897574124	0.005256064690026954	atac
all_5__ancestry_balanced__rep2	0.9256698357821953	0.9256698357821953	all_5	ancestry_balanced	102.38652	113.70307	1.8103502	False	1.0	28.8340656262505	183.9800453514739	0.008269974656529278	atac
all_5__ancestry_balanced__rep3	0.9215952586739103	0.9215952586739103	all_5	ancestry_balanced	98.90399	115.023	1.6892918	True	1.0	30.40195203644159	196.28460209003217	0.00710075026795284	atac
all_5__greedy_maxmean__rep1	0.9214717866403259	0.9214717866403259	all_5	greedy_maxmean	116.47746	130.41243	2.3429382	False	1.0	30.793166287015943	198.32899236232078	0.005359774889454643	atac
all_5__greedy_maxmean__rep2	0.9192492900358069	0.9192492900358069	all_5	greedy_maxmean	119.23506	131.3716	2.455189	True	1.0	30.536648757555408	197.1062753525856	0.005372733378106112	atac
all_5__greedy_maxmean__rep3	0.9211013705395728	0.9213483146067416	all_5	greedy_maxmean	119.995834	131.3383	2.4866195	True	0.9997319753417314	30.634246850710266	197.65566068078263	0.00737067810238542	atac
all_5__greedy_maxmin__rep1	0.9244351154463514	0.9244351154463514	all_5	greedy_maxmin	118.321594	128.70529	2.4177144	False	1.0	30.920205689862428	199.45647655936955	0.006277547749432349	atac
all_5__greedy_maxmin__rep2	0.9220891468082479	0.9220891468082479	all_5	greedy_maxmin	120.83046	131.23457	2.5213308	True	1.0	30.66155463310123	197.60782137118372	0.005623995715050884	atac
all_5__greedy_maxmin__rep3	0.9206074824052353	0.9206074824052353	all_5	greedy_maxmin	120.84701	129.29747	2.5220218	True	1.0	30.918296673819743	198.73167918454934	0.006169527896995708	atac
all_5__random__rep1	0.9223360908754167	0.9223360908754167	all_5	random	100.12492	111.40792	1.7312565	False	1.0	28.216236947791167	181.59148728246316	0.009504685408299867	atac
all_5__random__rep2	0.9198666502037288	0.9198666502037288	all_5	random	101.76935	117.17542	1.7885907	True	1.0	28.192546308724832	183.4756630872483	0.00832214765100671	atac
all_5__random__rep3	0.9164094332633659	0.9164094332633659	all_5	random	98.84331	112.77852	1.6872194	True	1.0	27.93666127728375	180.85876178927512	0.007410401509027217	atac
